"","Year","Gender_Female","Type_code","Total"
"3716",2012,1,"Causes",29
"3717",2012,1,"Causes",1
"3718",2012,1,"Causes",15
"3719",2012,1,"Causes",1
"3720",2012,1,"Causes",2
"3721",2012,1,"Causes",2
"3722",2012,1,"Causes",59
"3723",2012,1,"Causes",74
"3724",2012,1,"Causes",40
"3725",2012,1,"Causes",12
"3726",2012,1,"Causes",1
"3727",2012,1,"Causes",19
"3728",2012,1,"Causes",2
"3729",2012,1,"Causes",38
"3730",2012,1,"Causes",7
"3731",2012,1,"Causes",2
"3732",2001,1,"Causes",1
"3733",2001,1,"Causes",1
"3734",2001,1,"Causes",1
"3735",2001,1,"Causes",6
"3736",2001,1,"Causes",1
"3737",2001,1,"Causes",1
"3738",2001,1,"Causes",2
"3739",2001,1,"Causes",1
"3740",2001,1,"Causes",1
"3741",2002,1,"Causes",2
"3742",2002,1,"Causes",2
"3743",2002,1,"Causes",1
"3744",2002,1,"Causes",1
"3745",2002,1,"Causes",3
"3746",2002,1,"Causes",1
"3747",2002,1,"Causes",1
"3748",2002,1,"Causes",1
"3749",2002,1,"Causes",1
"3750",2002,1,"Causes",1
"3751",2002,1,"Causes",1
"3752",2002,1,"Causes",1
"3753",2002,1,"Causes",2
"3754",2003,1,"Causes",3
"3755",2003,1,"Causes",1
"3756",2003,1,"Causes",2
"3757",2003,1,"Causes",1
"3758",2003,1,"Causes",2
"3759",2003,1,"Causes",4
"3760",2003,1,"Causes",6
"3761",2003,1,"Causes",1
"3762",2003,1,"Causes",2
"3763",2004,1,"Causes",5
"3764",2004,1,"Causes",1
"3765",2004,1,"Causes",2
"3766",2004,1,"Causes",1
"3767",2004,1,"Causes",2
"3768",2004,1,"Causes",1
"3769",2004,1,"Causes",1
"3770",2004,1,"Causes",1
"3771",2004,1,"Causes",1
"3772",2004,1,"Causes",1
"3773",2004,1,"Causes",1
"3774",2004,1,"Causes",1
"3775",2004,1,"Causes",1
"3776",2005,1,"Causes",3
"3777",2005,1,"Causes",6
"3778",2005,1,"Causes",1
"3779",2005,1,"Causes",1
"3780",2005,1,"Causes",1
"3781",2005,1,"Causes",2
"3782",2005,1,"Causes",3
"3783",2005,1,"Causes",1
"3784",2005,1,"Causes",2
"3785",2005,1,"Causes",2
"3786",2005,1,"Causes",3
"3787",2005,1,"Causes",2
"3788",2005,1,"Causes",1
"3789",2006,1,"Causes",1
"3790",2006,1,"Causes",3
"3791",2006,1,"Causes",4
"3792",2006,1,"Causes",1
"3793",2006,1,"Causes",3
"3794",2006,1,"Causes",1
"3795",2006,1,"Causes",2
"3796",2006,1,"Causes",1
"3797",2006,1,"Causes",1
"3798",2006,1,"Causes",2
"3799",2007,1,"Causes",1
"3800",2007,1,"Causes",12
"3801",2007,1,"Causes",4
"3802",2007,1,"Causes",2
"3803",2007,1,"Causes",1
"3804",2007,1,"Causes",7
"3805",2007,1,"Causes",1
"3806",2007,1,"Causes",1
"3807",2007,1,"Causes",1
"3808",2007,1,"Causes",1
"3809",2007,1,"Causes",1
"3810",2008,1,"Causes",1
"3811",2008,1,"Causes",7
"3812",2008,1,"Causes",4
"3813",2008,1,"Causes",2
"3814",2008,1,"Causes",1
"3815",2008,1,"Causes",1
"3816",2008,1,"Causes",5
"3817",2008,1,"Causes",1
"3818",2008,1,"Causes",2
"3819",2008,1,"Causes",2
"3820",2008,1,"Causes",1
"3821",2008,1,"Causes",1
"3822",2009,1,"Causes",1
"3823",2009,1,"Causes",2
"3824",2009,1,"Causes",1
"3825",2009,1,"Causes",5
"3826",2009,1,"Causes",2
"3827",2009,1,"Causes",3
"3828",2009,1,"Causes",2
"3829",2009,1,"Causes",1
"3830",2009,1,"Causes",1
"3831",2009,1,"Causes",1
"3832",2009,1,"Causes",1
"3833",2009,1,"Causes",1
"3834",2009,1,"Causes",2
"3835",2009,1,"Causes",3
"3836",2010,1,"Causes",3
"3837",2010,1,"Causes",2
"3838",2010,1,"Causes",1
"3839",2010,1,"Causes",1
"3840",2010,1,"Causes",1
"3841",2010,1,"Causes",1
"3842",2010,1,"Causes",7
"3843",2010,1,"Causes",2
"3844",2010,1,"Causes",2
"3845",2010,1,"Causes",2
"3846",2010,1,"Causes",1
"3847",2010,1,"Causes",2
"3848",2010,1,"Causes",1
"3849",2011,1,"Causes",4
"3850",2011,1,"Causes",1
"3851",2011,1,"Causes",1
"3852",2011,1,"Causes",2
"3853",2011,1,"Causes",1
"3854",2011,1,"Causes",3
"3855",2011,1,"Causes",1
"3856",2011,1,"Causes",2
"3857",2011,1,"Causes",1
"3858",2011,1,"Causes",2
"3859",2011,1,"Causes",2
"3860",2011,1,"Causes",1
"3861",2011,1,"Causes",1
"3862",2012,1,"Causes",4
"3863",2012,1,"Causes",6
"3864",2012,1,"Causes",2
"3865",2012,1,"Causes",6
"3866",2012,1,"Causes",2
"3867",2012,1,"Causes",1
"3868",2012,1,"Causes",1
"3869",2012,1,"Causes",2
"3870",2012,1,"Causes",1
"3871",2001,1,"Causes",1
"3872",2001,1,"Causes",1
"3873",2001,1,"Causes",1
"3874",2001,1,"Causes",1
"3875",2002,1,"Causes",1
"3876",2002,1,"Causes",1
"3877",2003,1,"Causes",1
"3878",2003,1,"Causes",1
"3879",2003,1,"Causes",1
"3880",2003,1,"Causes",1
"3881",2003,1,"Causes",1
"3882",2003,1,"Causes",1
"3883",2004,1,"Causes",2
"3884",2004,1,"Causes",4
"3885",2004,1,"Causes",1
"3886",2004,1,"Causes",1
"3887",2005,1,"Causes",1
"3888",2005,1,"Causes",4
"3889",2005,1,"Causes",1
"3890",2005,1,"Causes",1
"3891",2006,1,"Causes",1
"3892",2006,1,"Causes",2
"3893",2006,1,"Causes",4
"3894",2006,1,"Causes",1
"3895",2007,1,"Causes",1
"3896",2007,1,"Causes",6
"3897",2007,1,"Causes",2
"3898",2008,1,"Causes",1
"3899",2008,1,"Causes",1
"3900",2008,1,"Causes",1
"3901",2008,1,"Causes",2
"3902",2009,1,"Causes",1
"3903",2009,1,"Causes",1
"3904",2009,1,"Causes",5
"3905",2009,1,"Causes",1
"3906",2010,1,"Causes",2
"3907",2010,1,"Causes",1
"3908",2010,1,"Causes",1
"3909",2010,1,"Causes",6
"3910",2010,1,"Causes",1
"3911",2010,1,"Causes",1
"3912",2011,1,"Causes",10
"3913",2011,1,"Causes",1
"3914",2011,1,"Causes",2
"3915",2011,1,"Causes",1
"3916",2011,1,"Causes",1
"3917",2012,1,"Causes",1
"3918",2012,1,"Causes",5
"3919",2012,1,"Causes",3
"3920",2012,1,"Causes",1
"3921",2012,1,"Causes",1
"3922",2001,1,"Causes",2
"3923",2001,1,"Causes",11
"3924",2001,1,"Causes",7
"3925",2001,1,"Causes",1
"3926",2001,1,"Causes",5
"3927",2001,1,"Causes",2
"3928",2001,1,"Causes",1
"3929",2001,1,"Causes",96
"3930",2001,1,"Causes",1
"3931",2001,1,"Causes",10
"3932",2001,1,"Causes",4
"3933",2001,1,"Causes",3
"3934",2001,1,"Causes",5
"3935",2001,1,"Causes",4
"3936",2001,1,"Causes",5
"3937",2001,1,"Causes",1
"3938",2001,1,"Causes",13
"3939",2001,1,"Causes",2
"3940",2001,1,"Causes",79
"3941",2001,1,"Causes",1
"3942",2001,1,"Causes",2
"3943",2001,1,"Causes",4
"3944",2001,1,"Causes",8
"3945",2001,1,"Causes",8
"3946",2001,1,"Causes",1
"3947",2001,1,"Causes",23
"3948",2001,1,"Causes",1
"3949",2001,1,"Causes",9
"3950",2001,1,"Causes",1
"3951",2001,1,"Causes",1
"3952",2001,1,"Causes",4
"3953",2001,1,"Causes",63
"3954",2001,1,"Causes",3
"3955",2001,1,"Causes",16
"3956",2001,1,"Causes",49
"3957",2001,1,"Causes",1
"3958",2001,1,"Causes",1
"3959",2001,1,"Causes",6
"3960",2001,1,"Causes",4
"3961",2001,1,"Causes",1
"3962",2001,1,"Causes",1
"3963",2001,1,"Causes",2
"3964",2001,1,"Causes",5
"3965",2001,1,"Causes",2
"3966",2001,1,"Causes",2
"3967",2001,1,"Causes",2
"3968",2001,1,"Causes",14
"3969",2001,1,"Causes",11
"3970",2001,1,"Causes",2
"3971",2001,1,"Causes",6
"3972",2001,1,"Causes",2
"3973",2001,1,"Causes",1
"3974",2002,1,"Causes",4
"3975",2002,1,"Causes",6
"3976",2002,1,"Causes",1
"3977",2002,1,"Causes",1
"3978",2002,1,"Causes",4
"3979",2002,1,"Causes",2
"3980",2002,1,"Causes",21
"3981",2002,1,"Causes",1
"3982",2002,1,"Causes",34
"3983",2002,1,"Causes",11
"3984",2002,1,"Causes",2
"3985",2002,1,"Causes",4
"3986",2002,1,"Causes",2
"3987",2002,1,"Causes",3
"3988",2002,1,"Causes",69
"3989",2002,1,"Causes",6
"3990",2002,1,"Causes",56
"3991",2002,1,"Causes",4
"3992",2002,1,"Causes",18
"3993",2002,1,"Causes",2
"3994",2002,1,"Causes",2
"3995",2002,1,"Causes",3
"3996",2002,1,"Causes",1
"3997",2002,1,"Causes",2
"3998",2002,1,"Causes",1
"3999",2002,1,"Causes",26
"4000",2002,1,"Causes",4
"4001",2002,1,"Causes",2
"4002",2002,1,"Causes",1
"4003",2002,1,"Causes",1
"4004",2002,1,"Causes",54
"4005",2002,1,"Causes",2
"4006",2002,1,"Causes",2
"4007",2002,1,"Causes",1
"4008",2002,1,"Causes",2
"4009",2002,1,"Causes",11
"4010",2002,1,"Causes",2
"4011",2002,1,"Causes",9
"4012",2002,1,"Causes",2
"4013",2002,1,"Causes",1
"4014",2002,1,"Causes",7
"4015",2002,1,"Causes",1
"4016",2002,1,"Causes",1
"4017",2002,1,"Causes",1
"4018",2002,1,"Causes",1
"4019",2002,1,"Causes",2
"4020",2003,1,"Causes",1
"4021",2003,1,"Causes",7
"4022",2003,1,"Causes",1
"4023",2003,1,"Causes",3
"4024",2003,1,"Causes",1
"4025",2003,1,"Causes",6
"4026",2003,1,"Causes",2
"4027",2003,1,"Causes",22
"4028",2003,1,"Causes",1
"4029",2003,1,"Causes",1
"4030",2003,1,"Causes",13
"4031",2003,1,"Causes",3
"4032",2003,1,"Causes",1
"4033",2003,1,"Causes",5
"4034",2003,1,"Causes",6
"4035",2003,1,"Causes",14
"4036",2003,1,"Causes",61
"4037",2003,1,"Causes",71
"4038",2003,1,"Causes",29
"4039",2003,1,"Causes",3
"4040",2003,1,"Causes",1
"4041",2003,1,"Causes",2
"4042",2003,1,"Causes",5
"4043",2003,1,"Causes",3
"4044",2003,1,"Causes",13
"4045",2003,1,"Causes",35
"4046",2003,1,"Causes",1
"4047",2003,1,"Causes",36
"4048",2003,1,"Causes",1
"4049",2003,1,"Causes",4
"4050",2003,1,"Causes",4
"4051",2003,1,"Causes",10
"4052",2003,1,"Causes",1
"4053",2003,1,"Causes",2
"4054",2003,1,"Causes",7
"4055",2003,1,"Causes",4
"4056",2003,1,"Causes",6
"4057",2003,1,"Causes",9
"4058",2003,1,"Causes",12
"4059",2003,1,"Causes",2
"4060",2003,1,"Causes",2
"4061",2003,1,"Causes",1
"4062",2004,1,"Causes",4
"4063",2004,1,"Causes",1
"4064",2004,1,"Causes",4
"4065",2004,1,"Causes",4
"4066",2004,1,"Causes",2
"4067",2004,1,"Causes",2
"4068",2004,1,"Causes",7
"4069",2004,1,"Causes",20
"4070",2004,1,"Causes",1
"4071",2004,1,"Causes",2
"4072",2004,1,"Causes",17
"4073",2004,1,"Causes",1
"4074",2004,1,"Causes",1
"4075",2004,1,"Causes",55
"4076",2004,1,"Causes",5
"4077",2004,1,"Causes",1
"4078",2004,1,"Causes",8
"4079",2004,1,"Causes",2
"4080",2004,1,"Causes",15
"4081",2004,1,"Causes",14
"4082",2004,1,"Causes",46
"4083",2004,1,"Causes",1
"4084",2004,1,"Causes",4
"4085",2004,1,"Causes",71
"4086",2004,1,"Causes",10
"4087",2004,1,"Causes",2
"4088",2004,1,"Causes",1
"4089",2004,1,"Causes",43
"4090",2004,1,"Causes",1
"4091",2004,1,"Causes",24
"4092",2004,1,"Causes",2
"4093",2004,1,"Causes",2
"4094",2004,1,"Causes",1
"4095",2004,1,"Causes",22
"4096",2004,1,"Causes",6
"4097",2004,1,"Causes",13
"4098",2004,1,"Causes",1
"4099",2004,1,"Causes",1
"4100",2004,1,"Causes",5
"4101",2004,1,"Causes",1
"4102",2004,1,"Causes",6
"4103",2004,1,"Causes",8
"4104",2004,1,"Causes",4
"4105",2004,1,"Causes",1
"4106",2004,1,"Causes",4
"4107",2004,1,"Causes",9
"4108",2004,1,"Causes",1
"4109",2004,1,"Causes",1
"4110",2005,1,"Causes",2
"4111",2005,1,"Causes",1
"4112",2005,1,"Causes",3
"4113",2005,1,"Causes",1
"4114",2005,1,"Causes",6
"4115",2005,1,"Causes",1
"4116",2005,1,"Causes",2
"4117",2005,1,"Causes",1
"4118",2005,1,"Causes",8
"4119",2005,1,"Causes",6
"4120",2005,1,"Causes",1
"4121",2005,1,"Causes",19
"4122",2005,1,"Causes",2
"4123",2005,1,"Causes",79
"4124",2005,1,"Causes",75
"4125",2005,1,"Causes",4
"4126",2005,1,"Causes",17
"4127",2005,1,"Causes",1
"4128",2005,1,"Causes",1
"4129",2005,1,"Causes",14
"4130",2005,1,"Causes",5
"4131",2005,1,"Causes",1
"4132",2005,1,"Causes",44
"4133",2005,1,"Causes",16
"4134",2005,1,"Causes",2
"4135",2005,1,"Causes",44
"4136",2005,1,"Causes",1
"4137",2005,1,"Causes",6
"4138",2005,1,"Causes",1
"4139",2005,1,"Causes",45
"4140",2005,1,"Causes",1
"4141",2005,1,"Causes",1
"4142",2005,1,"Causes",2
"4143",2005,1,"Causes",2
"4144",2005,1,"Causes",9
"4145",2005,1,"Causes",1
"4146",2005,1,"Causes",6
"4147",2005,1,"Causes",2
"4148",2005,1,"Causes",1
"4149",2005,1,"Causes",1
"4150",2005,1,"Causes",1
"4151",2005,1,"Causes",3
"4152",2005,1,"Causes",6
"4153",2005,1,"Causes",1
"4154",2005,1,"Causes",7
"4155",2005,1,"Causes",1
"4156",2005,1,"Causes",6
"4157",2005,1,"Causes",3
"4158",2005,1,"Causes",2
"4159",2005,1,"Causes",1
"4160",2005,1,"Causes",2
"4161",2006,1,"Causes",4
"4162",2006,1,"Causes",1
"4163",2006,1,"Causes",9
"4164",2006,1,"Causes",2
"4165",2006,1,"Causes",118
"4166",2006,1,"Causes",1
"4167",2006,1,"Causes",1
"4168",2006,1,"Causes",2
"4169",2006,1,"Causes",1
"4170",2006,1,"Causes",1
"4171",2006,1,"Causes",8
"4172",2006,1,"Causes",3
"4173",2006,1,"Causes",1
"4174",2006,1,"Causes",15
"4175",2006,1,"Causes",1
"4176",2006,1,"Causes",14
"4177",2006,1,"Causes",3
"4178",2006,1,"Causes",1
"4179",2006,1,"Causes",2
"4180",2006,1,"Causes",9
"4181",2006,1,"Causes",75
"4182",2006,1,"Causes",1
"4183",2006,1,"Causes",4
"4184",2006,1,"Causes",62
"4185",2006,1,"Causes",64
"4186",2006,1,"Causes",54
"4187",2006,1,"Causes",6
"4188",2006,1,"Causes",1
"4189",2006,1,"Causes",3
"4190",2006,1,"Causes",3
"4191",2006,1,"Causes",3
"4192",2006,1,"Causes",3
"4193",2006,1,"Causes",1
"4194",2006,1,"Causes",1
"4195",2006,1,"Causes",7
"4196",2006,1,"Causes",1
"4197",2006,1,"Causes",1
"4198",2006,1,"Causes",1
"4199",2006,1,"Causes",2
"4200",2006,1,"Causes",1
"4201",2006,1,"Causes",1
"4202",2006,1,"Causes",1
"4203",2006,1,"Causes",6
"4204",2006,1,"Causes",6
"4205",2006,1,"Causes",1
"4206",2006,1,"Causes",9
"4207",2006,1,"Causes",1
"4208",2006,1,"Causes",2
"4209",2006,1,"Causes",1
"4210",2006,1,"Causes",1
"4211",2007,1,"Causes",3
"4212",2007,1,"Causes",1
"4213",2007,1,"Causes",2
"4214",2007,1,"Causes",2
"4215",2007,1,"Causes",7
"4216",2007,1,"Causes",1
"4217",2007,1,"Causes",1
"4218",2007,1,"Causes",7
"4219",2007,1,"Causes",6
"4220",2007,1,"Causes",3
"4221",2007,1,"Causes",64
"4222",2007,1,"Causes",5
"4223",2007,1,"Causes",5
"4224",2007,1,"Causes",28
"4225",2007,1,"Causes",64
"4226",2007,1,"Causes",105
"4227",2007,1,"Causes",1
"4228",2007,1,"Causes",3
"4229",2007,1,"Causes",3
"4230",2007,1,"Causes",1
"4231",2007,1,"Causes",17
"4232",2007,1,"Causes",2
"4233",2007,1,"Causes",29
"4234",2007,1,"Causes",1
"4235",2007,1,"Causes",44
"4236",2007,1,"Causes",56
"4237",2007,1,"Causes",1
"4238",2007,1,"Causes",5
"4239",2007,1,"Causes",2
"4240",2007,1,"Causes",2
"4241",2007,1,"Causes",4
"4242",2007,1,"Causes",44
"4243",2007,1,"Causes",1
"4244",2007,1,"Causes",2
"4245",2007,1,"Causes",1
"4246",2007,1,"Causes",7
"4247",2007,1,"Causes",3
"4248",2007,1,"Causes",2
"4249",2007,1,"Causes",6
"4250",2007,1,"Causes",4
"4251",2007,1,"Causes",2
"4252",2007,1,"Causes",2
"4253",2007,1,"Causes",2
"4254",2007,1,"Causes",1
"4255",2007,1,"Causes",2
"4256",2007,1,"Causes",1
"4257",2007,1,"Causes",2
"4258",2007,1,"Causes",1
"4259",2008,1,"Causes",1
"4260",2008,1,"Causes",1
"4261",2008,1,"Causes",1
"4262",2008,1,"Causes",2
"4263",2008,1,"Causes",1
"4264",2008,1,"Causes",1
"4265",2008,1,"Causes",4
"4266",2008,1,"Causes",4
"4267",2008,1,"Causes",3
"4268",2008,1,"Causes",2
"4269",2008,1,"Causes",17
"4270",2008,1,"Causes",2
"4271",2008,1,"Causes",12
"4272",2008,1,"Causes",37
"4273",2008,1,"Causes",2
"4274",2008,1,"Causes",1
"4275",2008,1,"Causes",8
"4276",2008,1,"Causes",3
"4277",2008,1,"Causes",100
"4278",2008,1,"Causes",6
"4279",2008,1,"Causes",3
"4280",2008,1,"Causes",1
"4281",2008,1,"Causes",1
"4282",2008,1,"Causes",1
"4283",2008,1,"Causes",81
"4284",2008,1,"Causes",25
"4285",2008,1,"Causes",35
"4286",2008,1,"Causes",6
"4287",2008,1,"Causes",4
"4288",2008,1,"Causes",1
"4289",2008,1,"Causes",39
"4290",2008,1,"Causes",2
"4291",2008,1,"Causes",1
"4292",2008,1,"Causes",1
"4293",2008,1,"Causes",1
"4294",2008,1,"Causes",1
"4295",2008,1,"Causes",36
"4296",2008,1,"Causes",4
"4297",2008,1,"Causes",7
"4298",2008,1,"Causes",1
"4299",2008,1,"Causes",1
"4300",2008,1,"Causes",2
"4301",2008,1,"Causes",6
"4302",2008,1,"Causes",10
"4303",2008,1,"Causes",2
"4304",2008,1,"Causes",2
"4305",2008,1,"Causes",1
"4306",2008,1,"Causes",1
"4307",2008,1,"Causes",1
"4308",2008,1,"Causes",1
"4309",2008,1,"Causes",7
"4310",2008,1,"Causes",2
"4311",2008,1,"Causes",10
"4312",2008,1,"Causes",1
"4313",2008,1,"Causes",2
"4314",2009,1,"Causes",1
"4315",2009,1,"Causes",5
"4316",2009,1,"Causes",2
"4317",2009,1,"Causes",2
"4318",2009,1,"Causes",4
"4319",2009,1,"Causes",1
"4320",2009,1,"Causes",1
"4321",2009,1,"Causes",3
"4322",2009,1,"Causes",2
"4323",2009,1,"Causes",8
"4324",2009,1,"Causes",7
"4325",2009,1,"Causes",37
"4326",2009,1,"Causes",2
"4327",2009,1,"Causes",4
"4328",2009,1,"Causes",6
"4329",2009,1,"Causes",1
"4330",2009,1,"Causes",1
"4331",2009,1,"Causes",1
"4332",2009,1,"Causes",83
"4333",2009,1,"Causes",1
"4334",2009,1,"Causes",21
"4335",2009,1,"Causes",98
"4336",2009,1,"Causes",41
"4337",2009,1,"Causes",34
"4338",2009,1,"Causes",2
"4339",2009,1,"Causes",7
"4340",2009,1,"Causes",4
"4341",2009,1,"Causes",37
"4342",2009,1,"Causes",2
"4343",2009,1,"Causes",2
"4344",2009,1,"Causes",1
"4345",2009,1,"Causes",41
"4346",2009,1,"Causes",22
"4347",2009,1,"Causes",1
"4348",2009,1,"Causes",1
"4349",2009,1,"Causes",3
"4350",2009,1,"Causes",7
"4351",2009,1,"Causes",3
"4352",2009,1,"Causes",1
"4353",2009,1,"Causes",4
"4354",2009,1,"Causes",8
"4355",2009,1,"Causes",7
"4356",2009,1,"Causes",7
"4357",2009,1,"Causes",9
"4358",2009,1,"Causes",2
"4359",2009,1,"Causes",2
"4360",2009,1,"Causes",3
"4361",2009,1,"Causes",1
"4362",2009,1,"Causes",1
"4363",2010,1,"Causes",3
"4364",2010,1,"Causes",1
"4365",2010,1,"Causes",1
"4366",2010,1,"Causes",1
"4367",2010,1,"Causes",1
"4368",2010,1,"Causes",12
"4369",2010,1,"Causes",2
"4370",2010,1,"Causes",3
"4371",2010,1,"Causes",15
"4372",2010,1,"Causes",46
"4373",2010,1,"Causes",29
"4374",2010,1,"Causes",7
"4375",2010,1,"Causes",9
"4376",2010,1,"Causes",2
"4377",2010,1,"Causes",2
"4378",2010,1,"Causes",2
"4379",2010,1,"Causes",2
"4380",2010,1,"Causes",8
"4381",2010,1,"Causes",76
"4382",2010,1,"Causes",1
"4383",2010,1,"Causes",24
"4384",2010,1,"Causes",1
"4385",2010,1,"Causes",127
"4386",2010,1,"Causes",3
"4387",2010,1,"Causes",9
"4388",2010,1,"Causes",1
"4389",2010,1,"Causes",1
"4390",2010,1,"Causes",1
"4391",2010,1,"Causes",2
"4392",2010,1,"Causes",3
"4393",2010,1,"Causes",1
"4394",2010,1,"Causes",1
"4395",2010,1,"Causes",54
"4396",2010,1,"Causes",1
"4397",2010,1,"Causes",5
"4398",2010,1,"Causes",2
"4399",2010,1,"Causes",19
"4400",2010,1,"Causes",47
"4401",2010,1,"Causes",2
"4402",2010,1,"Causes",4
"4403",2010,1,"Causes",3
"4404",2010,1,"Causes",3
"4405",2010,1,"Causes",1
"4406",2010,1,"Causes",3
"4407",2010,1,"Causes",1
"4408",2010,1,"Causes",12
"4409",2010,1,"Causes",12
"4410",2010,1,"Causes",3
"4411",2010,1,"Causes",2
"4412",2010,1,"Causes",1
"4413",2010,1,"Causes",1
"4414",2010,1,"Causes",5
"4415",2010,1,"Causes",4
"4416",2011,1,"Causes",2
"4417",2011,1,"Causes",1
"4418",2011,1,"Causes",1
"4419",2011,1,"Causes",1
"4420",2011,1,"Causes",1
"4421",2011,1,"Causes",1
"4422",2011,1,"Causes",1
"4423",2011,1,"Causes",9
"4424",2011,1,"Causes",2
"4425",2011,1,"Causes",9
"4426",2011,1,"Causes",3
"4427",2011,1,"Causes",5
"4428",2011,1,"Causes",19
"4429",2011,1,"Causes",10
"4430",2011,1,"Causes",35
"4431",2011,1,"Causes",3
"4432",2011,1,"Causes",19
"4433",2011,1,"Causes",99
"4434",2011,1,"Causes",15
"4435",2011,1,"Causes",2
"4436",2011,1,"Causes",4
"4437",2011,1,"Causes",1
"4438",2011,1,"Causes",13
"4439",2011,1,"Causes",3
"4440",2011,1,"Causes",2
"4441",2011,1,"Causes",2
"4442",2011,1,"Causes",10
"4443",2011,1,"Causes",87
"4444",2011,1,"Causes",2
"4445",2011,1,"Causes",6
"4446",2011,1,"Causes",14
"4447",2011,1,"Causes",47
"4448",2011,1,"Causes",1
"4449",2011,1,"Causes",11
"4450",2011,1,"Causes",6
"4451",2011,1,"Causes",44
"4452",2011,1,"Causes",3
"4453",2011,1,"Causes",3
"4454",2011,1,"Causes",2
"4455",2011,1,"Causes",2
"4456",2011,1,"Causes",17
"4457",2011,1,"Causes",10
"4458",2011,1,"Causes",5
"4459",2011,1,"Causes",2
"4460",2011,1,"Causes",4
"4461",2011,1,"Causes",3
"4462",2011,1,"Causes",2
"4463",2011,1,"Causes",3
"4464",2011,1,"Causes",1
"4465",2012,1,"Causes",2
"4466",2012,1,"Causes",1
"4467",2012,1,"Causes",12
"4468",2012,1,"Causes",4
"4469",2012,1,"Causes",10
"4470",2012,1,"Causes",1
"4471",2012,1,"Causes",1
"4472",2012,1,"Causes",2
"4473",2012,1,"Causes",4
"4474",2012,1,"Causes",5
"4475",2012,1,"Causes",3
"4476",2012,1,"Causes",48
"4477",2012,1,"Causes",1
"4478",2012,1,"Causes",17
"4479",2012,1,"Causes",1
"4480",2012,1,"Causes",118
"4481",2012,1,"Causes",2
"4482",2012,1,"Causes",1
"4483",2012,1,"Causes",1
"4484",2012,1,"Causes",33
"4485",2012,1,"Causes",2
"4486",2012,1,"Causes",27
"4487",2012,1,"Causes",92
"4488",2012,1,"Causes",7
"4489",2012,1,"Causes",4
"4490",2012,1,"Causes",41
"4491",2012,1,"Causes",52
"4492",2012,1,"Causes",2
"4493",2012,1,"Causes",2
"4494",2012,1,"Causes",3
"4495",2012,1,"Causes",54
"4496",2012,1,"Causes",2
"4497",2012,1,"Causes",3
"4498",2012,1,"Causes",2
"4499",2012,1,"Causes",1
"4500",2012,1,"Causes",14
"4501",2012,1,"Causes",1
"4502",2012,1,"Causes",2
"4503",2012,1,"Causes",1
"4504",2012,1,"Causes",11
"4505",2012,1,"Causes",9
"4506",2012,1,"Causes",3
"4507",2012,1,"Causes",1
"4508",2012,1,"Causes",3
"4509",2012,1,"Causes",14
"4510",2012,1,"Causes",1
"4511",2012,1,"Causes",2
"4512",2012,1,"Causes",3
"4513",2012,1,"Causes",14
"4514",2012,1,"Causes",6
"4515",2012,1,"Causes",3
"4516",2012,1,"Causes",1
"4517",2012,1,"Causes",2
"4518",2012,1,"Causes",1
"4519",2001,1,"Causes",2
"4520",2001,1,"Causes",1
"4521",2001,1,"Causes",2
"4522",2001,1,"Causes",5
"4523",2001,1,"Causes",3
"4524",2001,1,"Causes",1
"4525",2001,1,"Causes",5
"4526",2001,1,"Causes",1
"4527",2001,1,"Causes",1
"4528",2001,1,"Causes",1
"4529",2001,1,"Causes",2
"4530",2001,1,"Causes",9
"4531",2001,1,"Causes",1
"4532",2001,1,"Causes",1
"4533",2001,1,"Causes",3
"4534",2001,1,"Causes",1
"4535",2001,1,"Causes",8
"4536",2001,1,"Causes",1
"4537",2001,1,"Causes",13
"4538",2001,1,"Causes",4
"4539",2001,1,"Causes",1
"4540",2001,1,"Causes",1
"4541",2001,1,"Causes",1
"4542",2001,1,"Causes",1
"4543",2001,1,"Causes",1
"4544",2001,1,"Causes",1
"4545",2001,1,"Causes",3
"4546",2001,1,"Causes",1
"4547",2001,1,"Causes",8
"4548",2001,1,"Causes",1
"4549",2001,1,"Causes",1
"4550",2001,1,"Causes",4
"4551",2002,1,"Causes",2
"4552",2002,1,"Causes",1
"4553",2002,1,"Causes",9
"4554",2002,1,"Causes",1
"4555",2002,1,"Causes",2
"4556",2002,1,"Causes",1
"4557",2002,1,"Causes",9
"4558",2002,1,"Causes",2
"4559",2002,1,"Causes",1
"4560",2002,1,"Causes",8
"4561",2002,1,"Causes",3
"4562",2002,1,"Causes",1
"4563",2002,1,"Causes",4
"4564",2002,1,"Causes",2
"4565",2002,1,"Causes",6
"4566",2002,1,"Causes",8
"4567",2002,1,"Causes",3
"4568",2002,1,"Causes",1
"4569",2002,1,"Causes",1
"4570",2002,1,"Causes",1
"4571",2002,1,"Causes",5
"4572",2002,1,"Causes",1
"4573",2002,1,"Causes",1
"4574",2002,1,"Causes",1
"4575",2002,1,"Causes",1
"4576",2002,1,"Causes",2
"4577",2002,1,"Causes",4
"4578",2003,1,"Causes",1
"4579",2003,1,"Causes",2
"4580",2003,1,"Causes",1
"4581",2003,1,"Causes",1
"4582",2003,1,"Causes",4
"4583",2003,1,"Causes",1
"4584",2003,1,"Causes",6
"4585",2003,1,"Causes",11
"4586",2003,1,"Causes",1
"4587",2003,1,"Causes",7
"4588",2003,1,"Causes",16
