"","Year","Gender_Female","Type_code","Total"
"7814",2001,1,"Causes",11
"7815",2001,1,"Causes",42
"7816",2001,1,"Causes",5
"7817",2001,1,"Causes",1
"7818",2001,1,"Causes",51
"7819",2001,1,"Causes",16
"7820",2001,1,"Causes",23
"7821",2001,1,"Causes",31
"7822",2001,1,"Causes",3
"7823",2001,1,"Causes",1
"7824",2001,1,"Causes",6
"7825",2001,1,"Causes",4
"7826",2001,1,"Causes",350
"7827",2001,1,"Causes",10
"7828",2001,1,"Causes",7
"7829",2001,1,"Causes",92
"7830",2001,1,"Causes",54
"7831",2001,1,"Causes",5
"7832",2001,1,"Causes",4
"7833",2001,1,"Causes",370
"7834",2001,1,"Causes",52
"7835",2001,1,"Causes",7
"7836",2001,1,"Causes",2
"7837",2001,1,"Causes",10
"7838",2001,1,"Causes",40
"7839",2001,1,"Causes",63
"7840",2001,1,"Causes",3
"7841",2001,1,"Causes",454
"7842",2001,1,"Causes",9
"7843",2001,1,"Causes",2
"7844",2001,1,"Causes",23
"7845",2001,1,"Causes",38
"7846",2001,1,"Causes",33
"7847",2001,1,"Causes",176
"7848",2001,1,"Causes",1
"7849",2001,1,"Causes",24
"7850",2001,1,"Causes",7
"7851",2001,1,"Causes",4
"7852",2001,1,"Causes",265
"7853",2001,1,"Causes",266
"7854",2001,1,"Causes",1
"7855",2001,1,"Causes",1
"7856",2001,1,"Causes",1
"7857",2001,1,"Causes",37
"7858",2001,1,"Causes",4
"7859",2001,1,"Causes",1
"7860",2001,1,"Causes",7
"7861",2001,1,"Causes",118
"7862",2001,1,"Causes",3
"7863",2001,1,"Causes",3
"7864",2001,1,"Causes",5
"7865",2001,1,"Causes",5
"7866",2001,1,"Causes",2
"7867",2001,1,"Causes",2
"7868",2001,1,"Causes",6
"7869",2001,1,"Causes",5
"7870",2001,1,"Causes",17
"7871",2001,1,"Causes",9
"7872",2001,1,"Causes",244
"7873",2001,1,"Causes",77
"7874",2001,1,"Causes",4
"7875",2001,1,"Causes",25
"7876",2001,1,"Causes",1
"7877",2001,1,"Causes",9
"7878",2001,1,"Causes",3
"7879",2001,1,"Causes",4
"7880",2001,1,"Causes",2
"7881",2001,1,"Causes",1
"7882",2001,1,"Causes",48
"7883",2001,1,"Causes",82
"7884",2001,1,"Causes",2
"7885",2001,1,"Causes",6
"7886",2001,1,"Causes",179
"7887",2001,1,"Causes",145
"7888",2001,1,"Causes",98
"7889",2001,1,"Causes",10
"7890",2001,1,"Causes",3
"7891",2001,1,"Causes",1
"7892",2001,1,"Causes",6
"7893",2001,1,"Causes",1
"7894",2001,1,"Causes",7
"7895",2001,1,"Causes",39
"7896",2001,1,"Causes",1
"7897",2001,1,"Causes",3
"7898",2001,1,"Causes",3
"7899",2001,1,"Causes",27
"7900",2001,1,"Causes",71
"7901",2001,1,"Causes",1
"7902",2001,1,"Causes",84
"7903",2001,1,"Causes",3
"7904",2001,1,"Causes",8
"7905",2001,1,"Causes",1
"7906",2001,1,"Causes",12
"7907",2001,1,"Causes",5
"7908",2002,1,"Causes",7
"7909",2002,1,"Causes",49
"7910",2002,1,"Causes",25
"7911",2002,1,"Causes",1
"7912",2002,1,"Causes",82
"7913",2002,1,"Causes",2
"7914",2002,1,"Causes",3
"7915",2002,1,"Causes",5
"7916",2002,1,"Causes",5
"7917",2002,1,"Causes",2
"7918",2002,1,"Causes",23
"7919",2002,1,"Causes",2
"7920",2002,1,"Causes",5
"7921",2002,1,"Causes",15
"7922",2002,1,"Causes",64
"7923",2002,1,"Causes",3
"7924",2002,1,"Causes",3
"7925",2002,1,"Causes",40
"7926",2002,1,"Causes",6
"7927",2002,1,"Causes",4
"7928",2002,1,"Causes",3
"7929",2002,1,"Causes",296
"7930",2002,1,"Causes",40
"7931",2002,1,"Causes",7
"7932",2002,1,"Causes",13
"7933",2002,1,"Causes",6
"7934",2002,1,"Causes",73
"7935",2002,1,"Causes",391
"7936",2002,1,"Causes",234
"7937",2002,1,"Causes",42
"7938",2002,1,"Causes",4
"7939",2002,1,"Causes",32
"7940",2002,1,"Causes",435
"7941",2002,1,"Causes",2
"7942",2002,1,"Causes",4
"7943",2002,1,"Causes",72
"7944",2002,1,"Causes",10
"7945",2002,1,"Causes",6
"7946",2002,1,"Causes",4
"7947",2002,1,"Causes",5
"7948",2002,1,"Causes",24
"7949",2002,1,"Causes",2
"7950",2002,1,"Causes",26
"7951",2002,1,"Causes",1
"7952",2002,1,"Causes",1
"7953",2002,1,"Causes",10
"7954",2002,1,"Causes",157
"7955",2002,1,"Causes",37
"7956",2002,1,"Causes",2
"7957",2002,1,"Causes",3
"7958",2002,1,"Causes",1
"7959",2002,1,"Causes",326
"7960",2002,1,"Causes",247
"7961",2002,1,"Causes",7
"7962",2002,1,"Causes",6
"7963",2002,1,"Causes",2
"7964",2002,1,"Causes",6
"7965",2002,1,"Causes",326
"7966",2002,1,"Causes",7
"7967",2002,1,"Causes",6
"7968",2002,1,"Causes",70
"7969",2002,1,"Causes",1
"7970",2002,1,"Causes",123
"7971",2002,1,"Causes",1
"7972",2002,1,"Causes",2
"7973",2002,1,"Causes",87
"7974",2002,1,"Causes",42
"7975",2002,1,"Causes",5
"7976",2002,1,"Causes",63
"7977",2002,1,"Causes",26
"7978",2002,1,"Causes",3
"7979",2002,1,"Causes",4
"7980",2002,1,"Causes",5
"7981",2002,1,"Causes",4
"7982",2002,1,"Causes",3
"7983",2002,1,"Causes",199
"7984",2002,1,"Causes",1
"7985",2002,1,"Causes",5
"7986",2002,1,"Causes",105
"7987",2002,1,"Causes",1
"7988",2002,1,"Causes",1
"7989",2002,1,"Causes",34
"7990",2002,1,"Causes",8
"7991",2002,1,"Causes",110
"7992",2002,1,"Causes",1
"7993",2002,1,"Causes",29
"7994",2002,1,"Causes",1
"7995",2002,1,"Causes",1
"7996",2002,1,"Causes",43
"7997",2003,1,"Causes",37
"7998",2003,1,"Causes",11
"7999",2003,1,"Causes",48
"8000",2003,1,"Causes",1
"8001",2003,1,"Causes",30
"8002",2003,1,"Causes",5
"8003",2003,1,"Causes",1
"8004",2003,1,"Causes",3
"8005",2003,1,"Causes",2
"8006",2003,1,"Causes",10
"8007",2003,1,"Causes",5
"8008",2003,1,"Causes",1
"8009",2003,1,"Causes",45
"8010",2003,1,"Causes",2
"8011",2003,1,"Causes",24
"8012",2003,1,"Causes",1
"8013",2003,1,"Causes",30
"8014",2003,1,"Causes",10
"8015",2003,1,"Causes",315
"8016",2003,1,"Causes",3
"8017",2003,1,"Causes",15
"8018",2003,1,"Causes",316
"8019",2003,1,"Causes",256
"8020",2003,1,"Causes",10
"8021",2003,1,"Causes",8
"8022",2003,1,"Causes",4
"8023",2003,1,"Causes",7
"8024",2003,1,"Causes",56
"8025",2003,1,"Causes",28
"8026",2003,1,"Causes",1
"8027",2003,1,"Causes",1
"8028",2003,1,"Causes",371
"8029",2003,1,"Causes",3
"8030",2003,1,"Causes",9
"8031",2003,1,"Causes",22
"8032",2003,1,"Causes",94
"8033",2003,1,"Causes",33
"8034",2003,1,"Causes",7
"8035",2003,1,"Causes",50
"8036",2003,1,"Causes",1
"8037",2003,1,"Causes",4
"8038",2003,1,"Causes",239
"8039",2003,1,"Causes",11
"8040",2003,1,"Causes",15
"8041",2003,1,"Causes",65
"8042",2003,1,"Causes",5
"8043",2003,1,"Causes",2
"8044",2003,1,"Causes",1
"8045",2003,1,"Causes",231
"8046",2003,1,"Causes",3
"8047",2003,1,"Causes",2
"8048",2003,1,"Causes",323
"8049",2003,1,"Causes",269
"8050",2003,1,"Causes",1
"8051",2003,1,"Causes",3
"8052",2003,1,"Causes",2
"8053",2003,1,"Causes",10
"8054",2003,1,"Causes",4
"8055",2003,1,"Causes",3
"8056",2003,1,"Causes",158
"8057",2003,1,"Causes",90
"8058",2003,1,"Causes",167
"8059",2003,1,"Causes",1
"8060",2003,1,"Causes",46
"8061",2003,1,"Causes",96
"8062",2003,1,"Causes",8
"8063",2003,1,"Causes",2
"8064",2003,1,"Causes",2
"8065",2003,1,"Causes",28
"8066",2003,1,"Causes",7
"8067",2003,1,"Causes",3
"8068",2003,1,"Causes",19
"8069",2003,1,"Causes",2
"8070",2003,1,"Causes",1
"8071",2003,1,"Causes",1
"8072",2003,1,"Causes",40
"8073",2003,1,"Causes",1
"8074",2003,1,"Causes",47
"8075",2003,1,"Causes",1
"8076",2003,1,"Causes",73
"8077",2003,1,"Causes",103
"8078",2003,1,"Causes",2
"8079",2003,1,"Causes",19
"8080",2004,1,"Causes",5
"8081",2004,1,"Causes",36
"8082",2004,1,"Causes",1
"8083",2004,1,"Causes",4
"8084",2004,1,"Causes",52
"8085",2004,1,"Causes",18
"8086",2004,1,"Causes",6
"8087",2004,1,"Causes",3
"8088",2004,1,"Causes",4
"8089",2004,1,"Causes",17
"8090",2004,1,"Causes",10
"8091",2004,1,"Causes",41
"8092",2004,1,"Causes",19
"8093",2004,1,"Causes",47
"8094",2004,1,"Causes",29
"8095",2004,1,"Causes",1
"8096",2004,1,"Causes",35
"8097",2004,1,"Causes",317
"8098",2004,1,"Causes",7
"8099",2004,1,"Causes",89
"8100",2004,1,"Causes",4
"8101",2004,1,"Causes",4
"8102",2004,1,"Causes",5
"8103",2004,1,"Causes",10
"8104",2004,1,"Causes",3
"8105",2004,1,"Causes",2
"8106",2004,1,"Causes",317
"8107",2004,1,"Causes",33
"8108",2004,1,"Causes",373
"8109",2004,1,"Causes",3
"8110",2004,1,"Causes",337
"8111",2004,1,"Causes",2
"8112",2004,1,"Causes",4
"8113",2004,1,"Causes",21
"8114",2004,1,"Causes",11
"8115",2004,1,"Causes",51
"8116",2004,1,"Causes",6
"8117",2004,1,"Causes",4
"8118",2004,1,"Causes",242
"8119",2004,1,"Causes",1
"8120",2004,1,"Causes",1
"8121",2004,1,"Causes",2
"8122",2004,1,"Causes",1
"8123",2004,1,"Causes",85
"8124",2004,1,"Causes",1
"8125",2004,1,"Causes",3
"8126",2004,1,"Causes",214
"8127",2004,1,"Causes",289
"8128",2004,1,"Causes",10
"8129",2004,1,"Causes",5
"8130",2004,1,"Causes",3
"8131",2004,1,"Causes",4
"8132",2004,1,"Causes",1
"8133",2004,1,"Causes",6
"8134",2004,1,"Causes",266
"8135",2004,1,"Causes",165
"8136",2004,1,"Causes",39
"8137",2004,1,"Causes",1
"8138",2004,1,"Causes",1
"8139",2004,1,"Causes",1
"8140",2004,1,"Causes",110
"8141",2004,1,"Causes",170
"8142",2004,1,"Causes",4
"8143",2004,1,"Causes",2
"8144",2004,1,"Causes",71
"8145",2004,1,"Causes",3
"8146",2004,1,"Causes",1
"8147",2004,1,"Causes",2
"8148",2004,1,"Causes",27
"8149",2004,1,"Causes",50
"8150",2004,1,"Causes",4
"8151",2004,1,"Causes",25
"8152",2004,1,"Causes",6
"8153",2004,1,"Causes",11
"8154",2004,1,"Causes",19
"8155",2004,1,"Causes",89
"8156",2004,1,"Causes",1
"8157",2004,1,"Causes",2
"8158",2004,1,"Causes",50
"8159",2005,1,"Causes",38
"8160",2005,1,"Causes",1
"8161",2005,1,"Causes",6
"8162",2005,1,"Causes",3
"8163",2005,1,"Causes",16
"8164",2005,1,"Causes",15
"8165",2005,1,"Causes",8
"8166",2005,1,"Causes",1
"8167",2005,1,"Causes",34
"8168",2005,1,"Causes",412
"8169",2005,1,"Causes",49
"8170",2005,1,"Causes",6
"8171",2005,1,"Causes",25
"8172",2005,1,"Causes",211
"8173",2005,1,"Causes",1
"8174",2005,1,"Causes",7
"8175",2005,1,"Causes",30
"8176",2005,1,"Causes",368
"8177",2005,1,"Causes",85
"8178",2005,1,"Causes",3
"8179",2005,1,"Causes",2
"8180",2005,1,"Causes",30
"8181",2005,1,"Causes",10
"8182",2005,1,"Causes",5
"8183",2005,1,"Causes",11
"8184",2005,1,"Causes",1
"8185",2005,1,"Causes",1
"8186",2005,1,"Causes",5
"8187",2005,1,"Causes",1
"8188",2005,1,"Causes",11
"8189",2005,1,"Causes",4
"8190",2005,1,"Causes",300
"8191",2005,1,"Causes",1
"8192",2005,1,"Causes",6
"8193",2005,1,"Causes",260
"8194",2005,1,"Causes",297
"8195",2005,1,"Causes",11
"8196",2005,1,"Causes",1
"8197",2005,1,"Causes",178
"8198",2005,1,"Causes",3
"8199",2005,1,"Causes",7
"8200",2005,1,"Causes",1
"8201",2005,1,"Causes",2
"8202",2005,1,"Causes",30
"8203",2005,1,"Causes",4
"8204",2005,1,"Causes",5
"8205",2005,1,"Causes",295
"8206",2005,1,"Causes",1
"8207",2005,1,"Causes",23
"8208",2005,1,"Causes",1
"8209",2005,1,"Causes",2
"8210",2005,1,"Causes",4
"8211",2005,1,"Causes",4
"8212",2005,1,"Causes",3
"8213",2005,1,"Causes",73
"8214",2005,1,"Causes",7
"8215",2005,1,"Causes",8
"8216",2005,1,"Causes",1
"8217",2005,1,"Causes",1
"8218",2005,1,"Causes",2
"8219",2005,1,"Causes",168
"8220",2005,1,"Causes",3
"8221",2005,1,"Causes",167
"8222",2005,1,"Causes",5
"8223",2005,1,"Causes",134
"8224",2005,1,"Causes",14
"8225",2005,1,"Causes",79
"8226",2005,1,"Causes",14
"8227",2005,1,"Causes",1
"8228",2005,1,"Causes",6
"8229",2005,1,"Causes",56
"8230",2005,1,"Causes",3
"8231",2005,1,"Causes",1
"8232",2005,1,"Causes",4
"8233",2005,1,"Causes",5
"8234",2005,1,"Causes",2
"8235",2005,1,"Causes",3
"8236",2005,1,"Causes",1
"8237",2005,1,"Causes",45
"8238",2005,1,"Causes",51
"8239",2005,1,"Causes",57
"8240",2005,1,"Causes",1
"8241",2005,1,"Causes",23
"8242",2005,1,"Causes",74
"8243",2005,1,"Causes",1
"8244",2005,1,"Causes",1
"8245",2006,1,"Causes",28
"8246",2006,1,"Causes",16
"8247",2006,1,"Causes",2
"8248",2006,1,"Causes",62
"8249",2006,1,"Causes",1
"8250",2006,1,"Causes",2
"8251",2006,1,"Causes",10
"8252",2006,1,"Causes",1
"8253",2006,1,"Causes",3
"8254",2006,1,"Causes",11
"8255",2006,1,"Causes",48
"8256",2006,1,"Causes",14
"8257",2006,1,"Causes",60
"8258",2006,1,"Causes",2
"8259",2006,1,"Causes",21
"8260",2006,1,"Causes",390
"8261",2006,1,"Causes",36
"8262",2006,1,"Causes",2
"8263",2006,1,"Causes",2
"8264",2006,1,"Causes",3
"8265",2006,1,"Causes",2
"8266",2006,1,"Causes",473
"8267",2006,1,"Causes",26
"8268",2006,1,"Causes",2
"8269",2006,1,"Causes",11
"8270",2006,1,"Causes",4
"8271",2006,1,"Causes",6
"8272",2006,1,"Causes",262
"8273",2006,1,"Causes",30
"8274",2006,1,"Causes",65
"8275",2006,1,"Causes",2
"8276",2006,1,"Causes",281
"8277",2006,1,"Causes",64
"8278",2006,1,"Causes",2
"8279",2006,1,"Causes",1
"8280",2006,1,"Causes",7
"8281",2006,1,"Causes",10
"8282",2006,1,"Causes",3
"8283",2006,1,"Causes",4
"8284",2006,1,"Causes",3
"8285",2006,1,"Causes",354
"8286",2006,1,"Causes",13
"8287",2006,1,"Causes",8
"8288",2006,1,"Causes",351
"8289",2006,1,"Causes",1
"8290",2006,1,"Causes",6
"8291",2006,1,"Causes",195
"8292",2006,1,"Causes",6
"8293",2006,1,"Causes",10
"8294",2006,1,"Causes",34
"8295",2006,1,"Causes",6
"8296",2006,1,"Causes",9
"8297",2006,1,"Causes",235
"8298",2006,1,"Causes",3
"8299",2006,1,"Causes",13
"8300",2006,1,"Causes",107
"8301",2006,1,"Causes",159
"8302",2006,1,"Causes",119
"8303",2006,1,"Causes",26
"8304",2006,1,"Causes",2
"8305",2006,1,"Causes",1
"8306",2006,1,"Causes",3
"8307",2006,1,"Causes",6
"8308",2006,1,"Causes",40
"8309",2006,1,"Causes",1
"8310",2006,1,"Causes",1
"8311",2006,1,"Causes",2
"8312",2006,1,"Causes",1
"8313",2006,1,"Causes",204
"8314",2006,1,"Causes",3
"8315",2006,1,"Causes",7
"8316",2006,1,"Causes",8
"8317",2006,1,"Causes",14
"8318",2006,1,"Causes",1
"8319",2006,1,"Causes",33
"8320",2006,1,"Causes",1
"8321",2006,1,"Causes",12
"8322",2006,1,"Causes",1
"8323",2006,1,"Causes",23
"8324",2006,1,"Causes",1
"8325",2006,1,"Causes",79
"8326",2006,1,"Causes",1
"8327",2006,1,"Causes",1
"8328",2006,1,"Causes",1
"8329",2006,1,"Causes",97
"8330",2006,1,"Causes",10
"8331",2007,1,"Causes",7
"8332",2007,1,"Causes",19
"8333",2007,1,"Causes",2
"8334",2007,1,"Causes",7
"8335",2007,1,"Causes",1
"8336",2007,1,"Causes",52
"8337",2007,1,"Causes",15
"8338",2007,1,"Causes",1
"8339",2007,1,"Causes",6
"8340",2007,1,"Causes",1
"8341",2007,1,"Causes",16
"8342",2007,1,"Causes",296
"8343",2007,1,"Causes",12
"8344",2007,1,"Causes",28
"8345",2007,1,"Causes",1
"8346",2007,1,"Causes",4
"8347",2007,1,"Causes",33
"8348",2007,1,"Causes",89
"8349",2007,1,"Causes",3
"8350",2007,1,"Causes",8
"8351",2007,1,"Causes",1
"8352",2007,1,"Causes",28
"8353",2007,1,"Causes",34
"8354",2007,1,"Causes",7
"8355",2007,1,"Causes",341
"8356",2007,1,"Causes",6
"8357",2007,1,"Causes",2
"8358",2007,1,"Causes",49
"8359",2007,1,"Causes",217
"8360",2007,1,"Causes",36
"8361",2007,1,"Causes",5
"8362",2007,1,"Causes",2
"8363",2007,1,"Causes",309
"8364",2007,1,"Causes",8
"8365",2007,1,"Causes",2
"8366",2007,1,"Causes",2
"8367",2007,1,"Causes",4
"8368",2007,1,"Causes",241
"8369",2007,1,"Causes",1
"8370",2007,1,"Causes",4
"8371",2007,1,"Causes",8
"8372",2007,1,"Causes",284
"8373",2007,1,"Causes",2
"8374",2007,1,"Causes",2
"8375",2007,1,"Causes",8
"8376",2007,1,"Causes",6
"8377",2007,1,"Causes",67
"8378",2007,1,"Causes",3
"8379",2007,1,"Causes",4
"8380",2007,1,"Causes",29
"8381",2007,1,"Causes",277
"8382",2007,1,"Causes",5
"8383",2007,1,"Causes",3
"8384",2007,1,"Causes",2
"8385",2007,1,"Causes",1
"8386",2007,1,"Causes",3
"8387",2007,1,"Causes",26
"8388",2007,1,"Causes",243
"8389",2007,1,"Causes",1
"8390",2007,1,"Causes",2
"8391",2007,1,"Causes",9
"8392",2007,1,"Causes",162
"8393",2007,1,"Causes",178
"8394",2007,1,"Causes",2
"8395",2007,1,"Causes",8
"8396",2007,1,"Causes",11
"8397",2007,1,"Causes",6
"8398",2007,1,"Causes",42
"8399",2007,1,"Causes",201
"8400",2007,1,"Causes",7
"8401",2007,1,"Causes",3
"8402",2007,1,"Causes",3
"8403",2007,1,"Causes",5
"8404",2007,1,"Causes",7
"8405",2007,1,"Causes",118
"8406",2007,1,"Causes",1
"8407",2007,1,"Causes",49
"8408",2007,1,"Causes",62
"8409",2007,1,"Causes",100
"8410",2007,1,"Causes",1
"8411",2007,1,"Causes",4
"8412",2007,1,"Causes",1
"8413",2007,1,"Causes",25
"8414",2007,1,"Causes",4
"8415",2007,1,"Causes",27
"8416",2008,1,"Causes",4
"8417",2008,1,"Causes",4
"8418",2008,1,"Causes",1
"8419",2008,1,"Causes",14
"8420",2008,1,"Causes",1
"8421",2008,1,"Causes",1
"8422",2008,1,"Causes",1
"8423",2008,1,"Causes",12
"8424",2008,1,"Causes",19
"8425",2008,1,"Causes",1
"8426",2008,1,"Causes",1
"8427",2008,1,"Causes",19
"8428",2008,1,"Causes",2
"8429",2008,1,"Causes",51
"8430",2008,1,"Causes",18
"8431",2008,1,"Causes",1
"8432",2008,1,"Causes",3
"8433",2008,1,"Causes",2
"8434",2008,1,"Causes",31
"8435",2008,1,"Causes",19
"8436",2008,1,"Causes",3
"8437",2008,1,"Causes",97
"8438",2008,1,"Causes",3
"8439",2008,1,"Causes",7
"8440",2008,1,"Causes",377
"8441",2008,1,"Causes",38
"8442",2008,1,"Causes",3
"8443",2008,1,"Causes",2
"8444",2008,1,"Causes",15
"8445",2008,1,"Causes",374
"8446",2008,1,"Causes",27
"8447",2008,1,"Causes",10
"8448",2008,1,"Causes",4
"8449",2008,1,"Causes",4
"8450",2008,1,"Causes",2
"8451",2008,1,"Causes",1
"8452",2008,1,"Causes",290
"8453",2008,1,"Causes",275
"8454",2008,1,"Causes",11
"8455",2008,1,"Causes",9
"8456",2008,1,"Causes",271
"8457",2008,1,"Causes",353
"8458",2008,1,"Causes",1
"8459",2008,1,"Causes",3
"8460",2008,1,"Causes",4
"8461",2008,1,"Causes",1
"8462",2008,1,"Causes",5
"8463",2008,1,"Causes",60
"8464",2008,1,"Causes",3
"8465",2008,1,"Causes",6
"8466",2008,1,"Causes",27
"8467",2008,1,"Causes",1
"8468",2008,1,"Causes",199
"8469",2008,1,"Causes",3
"8470",2008,1,"Causes",1
"8471",2008,1,"Causes",276
"8472",2008,1,"Causes",3
"8473",2008,1,"Causes",23
"8474",2008,1,"Causes",1
"8475",2008,1,"Causes",3
"8476",2008,1,"Causes",32
"8477",2008,1,"Causes",151
"8478",2008,1,"Causes",18
"8479",2008,1,"Causes",3
"8480",2008,1,"Causes",1
"8481",2008,1,"Causes",3
"8482",2008,1,"Causes",7
"8483",2008,1,"Causes",1
"8484",2008,1,"Causes",3
"8485",2008,1,"Causes",180
"8486",2008,1,"Causes",6
"8487",2008,1,"Causes",150
"8488",2008,1,"Causes",5
"8489",2008,1,"Causes",12
"8490",2008,1,"Causes",116
"8491",2008,1,"Causes",2
"8492",2008,1,"Causes",585
"8493",2008,1,"Causes",76
"8494",2008,1,"Causes",32
"8495",2008,1,"Causes",2
"8496",2008,1,"Causes",2
"8497",2008,1,"Causes",5
"8498",2008,1,"Causes",76
"8499",2008,1,"Causes",1
"8500",2008,1,"Causes",60
"8501",2008,1,"Causes",52
"8502",2008,1,"Causes",1
"8503",2008,1,"Causes",2
"8504",2008,1,"Causes",8
"8505",2008,1,"Causes",1
"8506",2009,1,"Causes",2
"8507",2009,1,"Causes",25
"8508",2009,1,"Causes",1
"8509",2009,1,"Causes",11
"8510",2009,1,"Causes",12
"8511",2009,1,"Causes",2
"8512",2009,1,"Causes",8
"8513",2009,1,"Causes",32
"8514",2009,1,"Causes",68
"8515",2009,1,"Causes",1
"8516",2009,1,"Causes",1
"8517",2009,1,"Causes",56
"8518",2009,1,"Causes",4
"8519",2009,1,"Causes",167
"8520",2009,1,"Causes",253
"8521",2009,1,"Causes",6
"8522",2009,1,"Causes",18
"8523",2009,1,"Causes",2
"8524",2009,1,"Causes",37
"8525",2009,1,"Causes",25
"8526",2009,1,"Causes",224
"8527",2009,1,"Causes",32
"8528",2009,1,"Causes",9
"8529",2009,1,"Causes",2
"8530",2009,1,"Causes",29
"8531",2009,1,"Causes",1
"8532",2009,1,"Causes",71
"8533",2009,1,"Causes",1
"8534",2009,1,"Causes",340
"8535",2009,1,"Causes",8
"8536",2009,1,"Causes",1
"8537",2009,1,"Causes",9
"8538",2009,1,"Causes",1
"8539",2009,1,"Causes",6
"8540",2009,1,"Causes",4
"8541",2009,1,"Causes",13
"8542",2009,1,"Causes",16
"8543",2009,1,"Causes",6
"8544",2009,1,"Causes",6
"8545",2009,1,"Causes",3
"8546",2009,1,"Causes",1
"8547",2009,1,"Causes",292
"8548",2009,1,"Causes",5
"8549",2009,1,"Causes",1
"8550",2009,1,"Causes",28
"8551",2009,1,"Causes",4
"8552",2009,1,"Causes",6
"8553",2009,1,"Causes",15
"8554",2009,1,"Causes",6
"8555",2009,1,"Causes",1
"8556",2009,1,"Causes",274
"8557",2009,1,"Causes",8
"8558",2009,1,"Causes",282
"8559",2009,1,"Causes",3
"8560",2009,1,"Causes",203
"8561",2009,1,"Causes",69
"8562",2009,1,"Causes",10
"8563",2009,1,"Causes",9
"8564",2009,1,"Causes",4
"8565",2009,1,"Causes",275
"8566",2009,1,"Causes",11
"8567",2009,1,"Causes",3
"8568",2009,1,"Causes",136
"8569",2009,1,"Causes",6
"8570",2009,1,"Causes",35
"8571",2009,1,"Causes",205
"8572",2009,1,"Causes",6
"8573",2009,1,"Causes",4
"8574",2009,1,"Causes",4
"8575",2009,1,"Causes",1
"8576",2009,1,"Causes",10
"8577",2009,1,"Causes",163
"8578",2009,1,"Causes",4
"8579",2009,1,"Causes",13
"8580",2009,1,"Causes",2
"8581",2009,1,"Causes",4
"8582",2009,1,"Causes",1
"8583",2009,1,"Causes",119
"8584",2009,1,"Causes",55
"8585",2009,1,"Causes",5
"8586",2009,1,"Causes",4
"8587",2009,1,"Causes",1
"8588",2009,1,"Causes",17
"8589",2009,1,"Causes",97
"8590",2009,1,"Causes",4
"8591",2009,1,"Causes",3
"8592",2009,1,"Causes",7
"8593",2009,1,"Causes",51
"8594",2009,1,"Causes",1
"8595",2009,1,"Causes",1
"8596",2009,1,"Causes",4
"8597",2010,1,"Causes",1
"8598",2010,1,"Causes",33
"8599",2010,1,"Causes",26
"8600",2010,1,"Causes",1
"8601",2010,1,"Causes",1
"8602",2010,1,"Causes",2
"8603",2010,1,"Causes",19
"8604",2010,1,"Causes",1
"8605",2010,1,"Causes",37
"8606",2010,1,"Causes",37
"8607",2010,1,"Causes",1
"8608",2010,1,"Causes",9
"8609",2010,1,"Causes",4
"8610",2010,1,"Causes",16
"8611",2010,1,"Causes",3
"8612",2010,1,"Causes",8
"8613",2010,1,"Causes",11
"8614",2010,1,"Causes",1
"8615",2010,1,"Causes",306
"8616",2010,1,"Causes",32
"8617",2010,1,"Causes",7
"8618",2010,1,"Causes",1
"8619",2010,1,"Causes",269
"8620",2010,1,"Causes",37
"8621",2010,1,"Causes",310
"8622",2010,1,"Causes",68
"8623",2010,1,"Causes",51
"8624",2010,1,"Causes",2
"8625",2010,1,"Causes",8
"8626",2010,1,"Causes",16
"8627",2010,1,"Causes",35
"8628",2010,1,"Causes",6
"8629",2010,1,"Causes",4
"8630",2010,1,"Causes",2
"8631",2010,1,"Causes",5
"8632",2010,1,"Causes",5
"8633",2010,1,"Causes",395
"8634",2010,1,"Causes",4
"8635",2010,1,"Causes",10
"8636",2010,1,"Causes",17
"8637",2010,1,"Causes",3
"8638",2010,1,"Causes",322
"8639",2010,1,"Causes",5
"8640",2010,1,"Causes",52
"8641",2010,1,"Causes",219
"8642",2010,1,"Causes",2
"8643",2010,1,"Causes",6
"8644",2010,1,"Causes",3
"8645",2010,1,"Causes",5
"8646",2010,1,"Causes",28
"8647",2010,1,"Causes",318
"8648",2010,1,"Causes",5
"8649",2010,1,"Causes",3
"8650",2010,1,"Causes",226
"8651",2010,1,"Causes",10
"8652",2010,1,"Causes",3
"8653",2010,1,"Causes",2
"8654",2010,1,"Causes",5
"8655",2010,1,"Causes",3
"8656",2010,1,"Causes",7
"8657",2010,1,"Causes",138
"8658",2010,1,"Causes",137
"8659",2010,1,"Causes",1
"8660",2010,1,"Causes",1
"8661",2010,1,"Causes",28
"8662",2010,1,"Causes",1
"8663",2010,1,"Causes",4
"8664",2010,1,"Causes",8
"8665",2010,1,"Causes",4
"8666",2010,1,"Causes",10
"8667",2010,1,"Causes",1
"8668",2010,1,"Causes",13
"8669",2010,1,"Causes",271
"8670",2010,1,"Causes",192
"8671",2010,1,"Causes",12
"8672",2010,1,"Causes",4
"8673",2010,1,"Causes",58
"8674",2010,1,"Causes",1
"8675",2010,1,"Causes",89
"8676",2010,1,"Causes",127
"8677",2010,1,"Causes",56
"8678",2010,1,"Causes",10
"8679",2010,1,"Causes",3
"8680",2010,1,"Causes",23
"8681",2010,1,"Causes",2
"8682",2010,1,"Causes",9
"8683",2010,1,"Causes",5
"8684",2010,1,"Causes",1
"8685",2010,1,"Causes",1
"8686",2010,1,"Causes",6
